Order ID,Order Date,Ship Date,Ship Mode,Order Priority
ES-2012-JF153558-41077,6/17/2016,6/21/2016,Standard Class,Medium
ID-2012-FP143207-41215,11/2/2016,11/8/2016,Standard Class,Medium
ES-2014-BT1139548-41972,11/29/2018,12/4/2018,Standard Class,Medium
AU-2012-DS30308-41138,8/17/2016,8/21/2016,Standard Class,Medium
IN-2012-MG1768058-41198,10/16/2016,10/18/2016,Second Class,Critical
ES-2014-Dl13600139-41894,9/12/2018,9/16/2018,Standard Class,Medium
US-2014-DL1292518-41896,9/14/2018,9/18/2018,Standard Class,Medium
US-2015-CA127755-42013,1/9/2019,1/9/2019,Same Day,Critical
US-2012-Co12640140-41079,6/19/2016,6/26/2016,Standard Class,Low
CA-2012-NG18430140-41236,11/23/2016,11/25/2016,First Class,Medium
ES-2015-SV20785120-42164,6/9/2019,6/13/2019,Standard Class,Medium
CA-2014-Co12640140-41820,6/30/2018,7/4/2018,Second Class,High
CA-2013-RH19555140-41612,12/4/2017,12/8/2017,Standard Class,Medium
TZ-2012-TR11325129-41031,5/2/2016,5/4/2016,First Class,Critical
SA-2015-JL5235110-42271,9/24/2019,9/26/2019,Second Class,High
ES-2013-HM1486048-41441,6/16/2017,6/19/2017,First Class,Medium
US-2014-RB19570140-41886,9/4/2018,9/8/2018,Standard Class,Medium
CA-2014-RB19570140-41758,4/29/2018,5/1/2018,Second Class,Medium
ES-2014-DJ1363048-41872,8/21/2018,8/27/2018,Standard Class,Medium
IT-2014-MM1805548-41795,6/5/2018,6/5/2018,Same Day,Critical
IN-2013-RW1963058-41405,5/11/2017,5/15/2017,Standard Class,Medium
CA-2013-RD19585140-41621,12/13/2017,12/15/2017,First Class,Critical
MO-2013-PJ883586-41404,5/10/2017,5/15/2017,Standard Class,Medium
MX-2012-DH1307593-41013,4/14/2016,4/17/2016,First Class,High
ES-2015-BE11410120-42225,8/9/2019,8/10/2019,First Class,Medium
IN-2015-BN1151558-42294,10/17/2019,10/23/2019,Standard Class,Medium
EG-2015-RB933038-42169,6/14/2019,6/18/2019,Second Class,High
CA-2012-Co12640140-41241,11/28/2016,12/5/2016,Standard Class,Low
TX-2012-FO4305135-41241,11/28/2016,11/30/2016,First Class,Critical
CA-2012-Co12640140-41269,12/26/2016,12/30/2016,Standard Class,Medium
ES-2014-KB16405139-41803,6/13/2018,6/16/2018,First Class,High
US-2012-TB2135518-41241,11/28/2016,12/2/2016,Standard Class,Medium
MX-2014-DB1361582-41883,9/1/2018,9/5/2018,Standard Class,Medium
RS-2014-GT4710108-41800,6/10/2018,6/17/2018,Standard Class,Low
BK-2015-ME732017-42236,8/20/2019,8/26/2019,Standard Class,Low
ID-2013-TC2098078-41593,11/15/2017,11/18/2017,First Class,Medium
MX-2015-CS1235582-42026,1/22/2019,1/27/2019,Standard Class,Medium
IN-2012-CC1261027-41105,7/15/2016,7/19/2016,Standard Class,Medium
ES-2015-GT14755139-42216,7/31/2019,8/5/2019,Second Class,Medium
CA-2013-Co12640140-41488,8/2/2017,8/6/2017,Standard Class,High
IN-2013-XP2186527-41548,10/1/2017,10/8/2017,Standard Class,Medium
US-2015-TB2140055-42160,6/5/2019,6/10/2019,Second Class,Medium
MX-2014-RC1982582-41651,1/12/2018,1/17/2018,Standard Class,Medium
CA-2015-CM12655140-42279,10/2/2019,10/4/2019,First Class,High
ES-2013-YC21895139-41612,12/4/2017,12/9/2017,Second Class,Medium
US-2014-CM12655140-41957,11/14/2018,11/20/2018,Standard Class,Medium
MO-2014-CS184586-41955,11/12/2018,11/18/2018,Standard Class,Medium
TU-2015-FM4215134-42210,7/25/2019,7/30/2019,Standard Class,Medium
ES-2014-TH21100125-41767,5/8/2018,5/13/2018,Standard Class,Medium
US-2013-NM18520140-41544,9/27/2017,9/29/2017,First Class,High
IN-2014-BT1153058-41952,11/9/2018,11/15/2018,Standard Class,Medium
US-2015-DB129105-42332,11/24/2019,11/28/2019,Standard Class,Medium
ES-2015-JB16000139-42088,3/25/2019,3/31/2019,Standard Class,Medium
US-2015-PO18850140-42365,12/27/2019,1/2/2020,Standard Class,Low
SA-2015-TS11085110-42134,5/10/2019,5/12/2019,Second Class,High
ES-2015-AC1045048-42332,11/24/2019,11/29/2019,Second Class,Medium
IT-2013-JC1534091-41580,11/2/2017,11/8/2017,Standard Class,Medium
ES-2013-JR16210139-41402,5/8/2017,5/13/2017,Second Class,Medium
ID-2012-TM2149027-41000,4/1/2016,4/5/2016,Standard Class,Medium
ES-2014-JR1567045-41887,9/5/2018,9/10/2018,Standard Class,Medium
TU-2015-FM4380134-42257,9/10/2019,9/14/2019,Standard Class,Medium
IN-2012-JH1591027-41262,12/19/2016,12/25/2016,Standard Class,Medium
ID-2013-LD1685527-41381,4/17/2017,4/23/2017,Standard Class,Medium
ES-2013-SJ20125139-41625,12/17/2017,12/23/2017,Standard Class,Medium
ES-2012-MC1810048-41143,8/22/2016,8/28/2016,Standard Class,Medium
CA-2012-PS19045140-41262,12/19/2016,12/20/2016,First Class,High
CA-2015-CM12655140-42342,12/4/2019,12/8/2019,Second Class,Medium
IN-2012-JG15805144-41123,8/2/2016,8/6/2016,Standard Class,High
MX-2013-HK1489051-41469,7/14/2017,7/18/2017,Standard Class,Medium
CA-2013-CM12655140-41352,3/19/2017,3/22/2017,First Class,Critical
MX-2015-RB1946593-42369,12/31/2019,12/31/2019,Same Day,Critical
MO-2012-CR282086-41257,12/14/2016,12/18/2016,Standard Class,Medium
TU-2013-GH4425134-41440,6/15/2017,6/18/2017,First Class,Medium
MX-2015-SW2024536-42185,6/30/2019,7/4/2019,Standard Class,High
ES-2015-SN20560120-42298,10/21/2019,10/26/2019,Standard Class,Medium
CA-2012-RL19615140-41247,12/4/2016,12/9/2016,Standard Class,Medium
ES-2015-CL11890120-42180,6/25/2019,6/29/2019,Standard Class,Medium
ES-2014-EM13960139-41800,6/10/2018,6/12/2018,Second Class,High
ES-2015-BK1126045-42343,12/5/2019,12/7/2019,First Class,High
ES-2015-KF16285139-42332,11/24/2019,11/28/2019,Standard Class,Medium
IN-2015-DK1322527-42140,5/16/2019,5/20/2019,Standard Class,High
NI-2012-JB600095-40997,3/29/2016,3/31/2016,Second Class,High
MX-2014-DJ1363028-41935,10/23/2018,10/28/2018,Standard Class,Medium
IN-2015-DB129707-42152,5/28/2019,6/1/2019,Second Class,High
RS-2014-KL6555108-41815,6/25/2018,6/30/2018,Standard Class,Medium
IN-2012-GT1475558-41272,12/29/2016,1/2/2017,Standard Class,Medium
CA-2014-TP21130140-41902,9/20/2018,9/24/2018,Standard Class,Medium
CA-2014-RW19630140-41971,11/28/2018,12/1/2018,First Class,Critical
CA-2014-RW19630140-41704,3/6/2018,3/12/2018,Standard Class,Low
CA-2012-RW19630140-41273,12/30/2016,1/3/2017,Standard Class,High
ES-2012-BF11275139-41221,11/8/2016,11/15/2016,Standard Class,Low
MX-2014-AG1033018-41821,7/1/2018,7/6/2018,Second Class,Medium
US-2013-BH1171055-41476,7/21/2017,7/25/2017,Second Class,Medium
CA-2014-RW963023-41970,11/27/2018,11/30/2018,Second Class,High
ES-2015-AB1015045-42266,9/19/2019,9/22/2019,First Class,High
IT-2015-DP1300062-42223,8/7/2019,8/12/2019,Standard Class,Medium
ID-2015-KA16525102-42340,12/2/2019,12/9/2019,Standard Class,Low
CA-2015-MY18295140-42251,9/4/2019,9/8/2019,Standard Class,Medium
CA-2013-CM12655140-41581,11/3/2017,11/7/2017,Standard Class,High
CA-2014-CM12655140-41860,8/9/2018,8/14/2018,Standard Class,High
UP-2012-SM10005137-41173,9/21/2016,9/26/2016,Standard Class,Medium
ES-2015-BT11305120-42201,7/16/2019,7/21/2019,Standard Class,Medium
IN-2015-MA1799566-42049,2/14/2019,2/18/2019,Second Class,High
UP-2013-LE6810137-41488,8/2/2017,8/7/2017,Standard Class,Medium
ES-2014-LP17095139-41640,1/1/2018,1/5/2018,Standard Class,High
CA-2013-RB19645140-41626,12/18/2017,12/25/2017,Standard Class,Medium
IR-2015-CR282060-42171,6/16/2019,6/18/2019,Second Class,Critical
IN-2015-JK1562559-42026,1/22/2019,1/22/2019,Same Day,High
RS-2015-KF6285108-42256,9/9/2019,9/12/2019,Second Class,Critical
TU-2015-SJ10125134-42075,3/12/2019,3/14/2019,Second Class,High
CA-2013-RD19660140-41571,10/24/2017,10/27/2017,First Class,Medium
MX-2013-KB1640582-41587,11/9/2017,11/13/2017,Standard Class,High
MX-2012-LD1685582-41124,8/3/2016,8/9/2016,Standard Class,Medium
IN-2015-AA103757-42363,12/25/2019,12/30/2019,Standard Class,Medium
MX-2015-HM1498018-42318,11/10/2019,11/15/2019,Standard Class,Medium
MX-2015-RW1963018-42105,4/11/2019,4/17/2019,Standard Class,Medium
IR-2015-CC237060-42363,12/25/2019,12/30/2019,Standard Class,Medium
ES-2014-KB16240120-41696,2/26/2018,2/26/2018,Same Day,High
CA-2015-RD19585140-42034,1/30/2019,2/6/2019,Standard Class,Low
IN-2014-BN11515144-41954,11/11/2018,11/16/2018,Standard Class,Medium
NI-2014-BT153095-41909,9/27/2018,10/1/2018,Standard Class,Medium
MX-2015-RH1955536-42213,7/28/2019,7/28/2019,Same Day,Critical
CA-2013-RD19660140-41376,4/12/2017,4/17/2017,Second Class,Medium
ES-2014-CW11905139-41831,7/11/2018,7/18/2018,Standard Class,Medium
IN-2012-TA2138558-41087,6/27/2016,7/1/2016,Second Class,Medium
ID-2012-AG1052597-41257,12/14/2016,12/19/2016,Standard Class,Medium
CA-2012-CC12670140-41265,12/22/2016,12/26/2016,Second Class,High
IN-2015-JH1582027-42218,8/2/2019,8/7/2019,Second Class,Medium
CA-2014-CC12670140-41971,11/28/2018,11/30/2018,Second Class,Medium
BO-2013-LC714013-41622,12/14/2017,12/18/2017,Standard Class,Medium
CA-2015-RM19675140-42363,12/25/2019,12/26/2019,First Class,Critical
MX-2014-NW1840039-41829,7/9/2018,7/10/2018,Same Day,Medium
IN-2015-DB13405144-42341,12/3/2019,12/3/2019,Same Day,High
IN-2015-SJ202157-42007,1/3/2019,1/8/2019,Standard Class,Medium
MX-2012-DL1333051-40985,3/17/2016,3/22/2016,Standard Class,Medium
ID-2015-MG17680144-42078,3/15/2019,3/17/2019,Second Class,High
ID-2013-VF2171558-41566,10/19/2017,10/25/2017,Standard Class,Medium
CA-2012-TB21400140-41256,12/13/2016,12/20/2016,Standard Class,Medium
EZ-2015-JO514532-42126,5/2/2019,5/6/2019,Standard Class,Medium
TU-2013-AB150134-41571,10/24/2017,10/29/2017,Standard Class,Medium
CA-2014-CC12670140-41702,3/4/2018,3/9/2018,Second Class,High
AU-2014-SN107108-41724,3/26/2018,3/29/2018,Second Class,High
ES-2015-SV20785139-42284,10/7/2019,10/11/2019,Second Class,Medium
CA-2013-RM19675140-41566,10/19/2017,10/24/2017,Standard Class,Medium
NI-2015-CB253595-42362,12/24/2019,12/27/2019,First Class,Critical
IN-2015-SW202757-42183,6/28/2019,7/2/2019,Standard Class,Medium
ID-2015-BP11095130-42124,4/30/2019,5/4/2019,Standard Class,High
CA-2015-CC12670140-42174,6/19/2019,6/24/2019,Standard Class,High
IN-2012-SC2080011-41069,6/9/2016,6/13/2016,Standard Class,High
CA-2015-CC12670140-42340,12/2/2019,12/4/2019,Second Class,High
CA-2015-RW19690140-42085,3/22/2019,3/26/2019,Standard Class,High
IT-2012-JS1603091-40915,1/7/2016,1/10/2016,First Class,Medium
CA-2013-CC12670140-41529,9/12/2017,9/17/2017,Second Class,High
IN-2014-DM1301527-41919,10/7/2018,10/13/2018,Standard Class,Medium
KE-2013-CD279069-41501,8/15/2017,8/19/2017,Standard Class,High
CA-2015-RW19690140-42258,9/11/2019,9/16/2019,Second Class,Medium
AG-2014-RD95853-41875,8/24/2018,8/28/2018,Standard Class,Medium
IT-2012-TS2120591-41163,9/11/2016,9/14/2016,First Class,High
US-2015-CM1244518-42327,11/19/2019,11/24/2019,Standard Class,High
MX-2013-SS2059093-41565,10/18/2017,10/22/2017,Standard Class,High
US-2015-PP1895555-42178,6/23/2019,6/25/2019,Second Class,High
IN-2014-SF2020058-41919,10/7/2018,10/12/2018,Second Class,Medium
CA-2015-RW19690140-42020,1/16/2019,1/19/2019,First Class,High
MX-2014-NL1831039-41947,11/4/2018,11/6/2018,First Class,Medium
ES-2014-AY1055545-41936,10/24/2018,10/28/2018,Second Class,Medium
ES-2015-CP1234045-42361,12/23/2019,12/27/2019,Standard Class,Medium
TU-2012-JK6090134-41137,8/16/2016,8/20/2016,Standard Class,Medium
CA-2015-RB970523-42220,8/4/2019,8/4/2019,Same Day,Critical
US-2014-CC12670140-41990,12/17/2018,12/21/2018,Second Class,Medium
ES-2015-CA1226545-42318,11/10/2019,11/15/2019,Standard Class,Medium
SA-2014-JK5205110-41646,1/7/2018,1/13/2018,Standard Class,Low
MX-2013-CR1262551-41510,8/24/2017,8/26/2017,First Class,Medium
UP-2015-BM1140137-42119,4/25/2019,4/28/2019,First Class,High
ES-2015-BT1153045-42111,4/17/2019,4/20/2019,Second Class,High
CA-2013-RB19705140-41508,8/22/2017,8/26/2017,Standard Class,High
NI-2015-JF541595-42276,9/29/2019,10/3/2019,Second Class,Medium
ID-2013-EH141857-41618,12/10/2017,12/14/2017,Standard Class,Medium
MO-2014-SP1086086-41971,11/28/2018,12/3/2018,Second Class,Medium
CA-2013-CC12685140-41531,9/14/2017,9/18/2017,Standard Class,Medium
ES-2014-EB137508-41957,11/14/2018,11/17/2018,Second Class,High
CG-2014-MO780033-41768,5/9/2018,5/14/2018,Standard Class,Medium
US-2013-SC206805-41618,12/10/2017,12/14/2017,Standard Class,Medium
CM-2014-CV229522-41823,7/3/2018,7/8/2018,Standard Class,Medium
ES-2012-PV18985139-41192,10/10/2016,10/15/2016,Standard Class,Medium
PL-2015-EH4005103-42173,6/18/2019,6/23/2019,Standard Class,Medium
IN-2013-GT1471092-41436,6/11/2017,6/13/2017,Second Class,High
IN-2012-MH1744058-41046,5/17/2016,5/21/2016,Standard Class,High
IT-2013-SR20425139-41509,8/23/2017,8/29/2017,Standard Class,Low
IN-2015-RW196307-42028,1/24/2019,1/30/2019,Standard Class,Medium
CG-2014-HD478533-41888,9/6/2018,9/6/2018,Same Day,Medium
UP-2013-TS11610137-41423,5/29/2017,6/3/2017,Standard Class,Medium
IN-2015-LD1700558-42285,10/8/2019,10/10/2019,First Class,High
CA-2015-RD19720140-42093,3/30/2019,4/3/2019,Second Class,Medium
CA-2012-RD19720140-41129,8/8/2016,8/12/2016,Standard Class,Medium
CA-2013-CC12685140-41570,10/23/2017,10/28/2017,Standard Class,Medium
ES-2013-JL1585064-41607,11/29/2017,11/29/2017,Same Day,High
ID-2015-KM162257-42018,1/14/2019,1/18/2019,Standard Class,Medium
MX-2015-DB13120143-42341,12/3/2019,12/7/2019,Standard Class,Medium
MX-2012-KH1636018-41131,8/10/2016,8/15/2016,Second Class,Medium
US-2015-RD19720140-42084,3/21/2019,3/25/2019,Standard Class,High
MX-2013-DS130305-41515,8/29/2017,9/2/2017,Standard Class,Medium
CA-2014-RF19735140-41819,6/29/2018,7/3/2018,Second Class,High
CA-2014-RF19735140-41878,8/27/2018,8/28/2018,First Class,High
CA-2013-NF18385140-41623,12/15/2017,12/18/2017,First Class,High
IN-2012-EM1420092-41038,5/9/2016,5/16/2016,Standard Class,Low
US-2013-RF19735140-41382,4/18/2017,4/23/2017,Second Class,Medium
EG-2014-BD163538-41857,8/6/2018,8/8/2018,Second Class,Medium
EG-2014-BD177038-41916,10/4/2018,10/10/2018,Standard Class,Medium
CA-2012-RS19765140-41005,4/6/2016,4/11/2016,Standard Class,Medium
ID-2012-HG14845113-41117,7/27/2016,7/31/2016,Standard Class,High
IN-2012-JO1528027-41200,10/18/2016,10/25/2016,Standard Class,Medium
US-2012-CC12685140-40989,3/21/2016,3/25/2016,Standard Class,Medium
CA-2013-CC12685140-41282,1/8/2017,1/12/2017,Standard Class,Medium
IN-2014-SM2095027-41928,10/16/2018,10/21/2018,Standard Class,Medium
CG-2013-SE1011033-41444,6/19/2017,6/21/2017,Second Class,Critical
SF-2014-CM2385117-41795,6/5/2018,6/8/2018,Second Class,High
CA-2015-TC21475140-42097,4/3/2019,4/5/2019,First Class,High
ES-2014-JP15520139-41976,12/3/2018,12/8/2018,Standard Class,Medium
CA-2013-RO19780140-41612,12/4/2017,12/7/2017,Second Class,Medium
NI-2015-MZ751595-42083,3/20/2019,3/26/2019,Standard Class,Medium
MX-2015-SP2065028-42295,10/18/2019,10/25/2019,Standard Class,Medium
NG-2014-AY55594-41978,12/5/2018,12/10/2018,Standard Class,Medium
US-2015-MS17770143-42090,3/27/2019,4/2/2019,Standard Class,Low
ES-2014-AG10330139-41921,10/9/2018,10/14/2018,Standard Class,Medium
RO-2015-HW4935107-42245,8/29/2019,9/2/2019,Standard Class,High
MX-2015-NC1853555-42217,8/1/2019,8/5/2019,Standard Class,High
MX-2014-CJ1187539-41788,5/29/2018,6/2/2018,Standard Class,Medium
ES-2014-MC1760545-41683,2/13/2018,2/18/2018,Second Class,Medium
IR-2015-EB384060-42110,4/16/2019,4/22/2019,Standard Class,Medium
UP-2014-BT1680137-41948,11/5/2018,11/7/2018,First Class,Medium
CA-2013-RO19780140-41614,12/6/2017,12/11/2017,Second Class,Medium
ES-2014-SS2041048-41802,6/12/2018,6/17/2018,Second Class,Medium
IN-2015-EH14005102-42297,10/20/2019,10/22/2019,Second Class,High
MX-2014-JC1577539-41919,10/7/2018,10/7/2018,Same Day,High
ES-2015-MM17920139-42096,4/2/2019,4/3/2019,First Class,Critical
IN-2015-AG1027027-42224,8/8/2019,8/12/2019,Standard Class,Medium
CA-2015-NC18535140-42348,12/10/2019,12/14/2019,Standard Class,High
MX-2015-DS1318036-42287,10/10/2019,10/14/2019,Standard Class,High
CA-2012-KB16600140-41272,12/29/2016,1/3/2017,Standard Class,High
US-2015-JW1595555-42180,6/25/2019,6/30/2019,Standard Class,Medium
IN-2012-AI1085592-41080,6/20/2016,6/25/2016,Second Class,High
ID-2013-DB132707-41461,7/6/2017,7/6/2017,Same Day,High
ID-2015-TB215207-42286,10/9/2019,10/16/2019,Standard Class,Low
TU-2012-VD11670134-41259,12/16/2016,12/20/2016,Standard Class,Medium
US-2015-RD19720140-42348,12/10/2019,12/16/2019,Standard Class,Medium
CG-2014-JM586533-41907,9/25/2018,9/26/2018,First Class,High
ES-2015-VT2170045-42319,11/11/2019,11/15/2019,Standard Class,Medium
RS-2013-SA10830108-41446,6/21/2017,6/25/2017,Standard Class,Medium
TU-2013-LW6825134-41454,6/29/2017,7/3/2017,Standard Class,High
US-2013-RB19795140-41480,7/25/2017,7/29/2017,Standard Class,High
MX-2013-PK1891082-41405,5/11/2017,5/15/2017,Standard Class,Medium
TU-2015-KW6570134-42130,5/6/2019,5/11/2019,Standard Class,Medium
ID-2015-NR18550102-42078,3/15/2019,3/21/2019,Standard Class,Medium
ES-2012-BT11395139-40977,3/9/2016,3/16/2016,Standard Class,Medium
IN-2014-RF197357-41657,1/18/2018,1/21/2018,First Class,High
MX-2014-SS2059036-41762,5/3/2018,5/7/2018,Standard Class,Medium
CA-2014-CL12700140-41754,4/25/2018,4/29/2018,Standard Class,Medium
ID-2013-MM182807-41471,7/16/2017,7/21/2017,Standard Class,Medium
US-2015-CL12700140-42033,1/29/2019,2/2/2019,Standard Class,Medium
ID-2013-MD1735059-41513,8/27/2017,9/2/2017,Standard Class,Medium
MX-2014-JO1555082-41859,8/8/2018,8/13/2018,Standard Class,Medium
MX-2013-LW1721518-41611,12/3/2017,12/7/2017,Standard Class,Medium
ES-2014-CP12340120-41738,4/9/2018,4/15/2018,Standard Class,Medium
US-2013-SL2015555-41522,9/5/2017,9/11/2017,Standard Class,Medium
ES-2014-JC1534045-41989,12/16/2018,12/18/2018,Second Class,Critical
PL-2012-LT7110103-41068,6/8/2016,6/12/2016,Standard Class,Medium
MX-2014-PB1915082-41973,11/30/2018,12/2/2018,Second Class,High
US-2013-EM1382555-41579,11/1/2017,11/3/2017,Second Class,High
KZ-2013-SJ1012568-41626,12/18/2017,12/19/2017,First Class,Medium
US-2014-SU20665140-41822,7/2/2018,7/2/2018,Same Day,High
CA-2015-PG18895140-42304,10/27/2019,11/3/2019,Standard Class,Low
IN-2014-MG1765027-41878,8/27/2018,9/1/2018,Standard Class,Medium
MX-2015-TS2137039-42091,3/28/2019,4/2/2019,Standard Class,Medium
KZ-2012-JM553568-41023,4/24/2016,4/28/2016,Standard Class,Medium
CA-2014-CL12700140-41907,9/25/2018,10/2/2018,Standard Class,Low
CG-2015-LL684033-42334,11/26/2019,11/27/2019,First Class,Medium
IT-2015-MB1808591-42145,5/21/2019,5/25/2019,Standard Class,Medium
RS-2014-PB8805108-41837,7/17/2018,7/19/2018,First Class,Critical
QA-2015-AR570105-42291,10/14/2019,10/18/2019,Standard Class,Medium
IV-2014-JB540029-41651,1/12/2018,1/19/2018,Standard Class,Medium
MX-2014-DM1295531-41657,1/18/2018,1/24/2018,Standard Class,Low
IN-2015-LT167657-42363,12/25/2019,1/1/2020,Standard Class,Low
MX-2013-RB1946593-41465,7/10/2017,7/14/2017,Standard Class,Medium
HU-2013-CC210057-41616,12/8/2017,12/11/2017,Second Class,Medium
ES-2015-JW1595548-42113,4/19/2019,4/23/2019,Standard Class,High
MX-2015-CA1226518-42113,4/19/2019,4/24/2019,Standard Class,Medium
CA-2012-RD19810140-41208,10/26/2016,10/31/2016,Standard Class,Medium
CA-2015-LS17200140-42173,6/18/2019,6/21/2019,First Class,High
EG-2014-CC210038-41791,6/1/2018,6/6/2018,Second Class,Medium
IN-2012-ZD2192511-41247,12/4/2016,12/9/2016,Standard Class,High
MX-2014-KS1630018-41952,11/9/2018,11/9/2018,Same Day,Critical
MX-2012-TS2116039-41228,11/15/2016,11/19/2016,Second Class,Medium
ID-2014-DL12865102-41810,6/20/2018,6/25/2018,Second Class,Medium
CA-2015-CL12700140-42264,9/17/2019,9/19/2019,Second Class,Critical
ID-2014-SP2062097-41963,11/20/2018,11/25/2018,Standard Class,Medium
US-2014-LP1708018-41957,11/14/2018,11/19/2018,Standard Class,Medium
ID-2014-DK1298559-41853,8/2/2018,8/4/2018,First Class,High
US-2015-RA1991582-42342,12/4/2019,12/7/2019,First Class,Critical
MX-2014-Dp1324082-41901,9/19/2018,9/21/2018,Second Class,High
CA-2015-RR19525140-42199,7/14/2019,7/18/2019,Standard Class,High
CA-2015-CL12700140-42109,4/15/2019,4/16/2019,First Class,Critical
ES-2014-ZC2191048-41692,2/22/2018,2/26/2018,Standard Class,Medium
IN-2013-DK1298559-41493,8/7/2017,8/9/2017,First Class,Medium
CA-2013-RO19780140-41406,5/12/2017,5/18/2017,Standard Class,Medium
CA-2014-KB16600140-41796,6/6/2018,6/10/2018,Standard Class,High
US-2014-SC2002036-41774,5/15/2018,5/20/2018,Standard Class,Medium
CA-2014-RD19810140-41798,6/8/2018,6/11/2018,First Class,Critical
SU-2014-JR5700122-41878,8/27/2018,9/1/2018,Standard Class,High
MX-2015-NR1855031-42166,6/11/2019,6/15/2019,Standard Class,High
BN-2015-GH441015-42072,3/9/2019,3/9/2019,Same Day,Medium
CA-2012-RC19825140-41247,12/4/2016,12/11/2016,Standard Class,Medium
CA-2014-RD19810140-41885,9/3/2018,9/8/2018,Second Class,Medium
MX-2015-QJ1925551-42255,9/8/2019,9/12/2019,Standard Class,Medium
CA-2014-RF19840140-41986,12/13/2018,12/17/2018,Standard Class,High
CA-2014-RF19840140-41865,8/14/2018,8/17/2018,First Class,Medium
ES-2013-SO20335120-41618,12/10/2017,12/12/2017,Second Class,Critical
UP-2014-SC10575137-41996,12/23/2018,12/25/2018,First Class,Medium
ID-2012-DS1303097-41017,4/18/2016,4/23/2016,Standard Class,Medium
CA-2013-CM12715140-41334,3/1/2017,3/4/2017,First Class,High
IN-2013-MA1756058-41275,1/1/2017,1/6/2017,Standard Class,High
CA-2013-RP19855140-41319,2/14/2017,2/18/2017,Standard Class,Medium
IN-2014-NF18595113-41798,6/8/2018,6/10/2018,First Class,High
MX-2013-LT1676551-41591,11/13/2017,11/20/2017,Standard Class,Low
IN-2015-SJ2050092-42194,7/9/2019,7/13/2019,Standard Class,Medium
IR-2013-SW1075560-41513,8/27/2017,8/31/2017,Second Class,Medium
IN-2013-DL129257-41418,5/24/2017,5/28/2017,Standard Class,High
CA-2015-RP19855140-42152,5/28/2019,6/1/2019,Standard Class,Medium
IN-2012-JG1516058-41263,12/20/2016,12/27/2016,Standard Class,Low
US-2013-PA1906055-41450,6/25/2017,6/28/2017,First Class,High
MX-2014-JE1574536-41971,11/28/2018,12/4/2018,Standard Class,Low
IN-2015-BT1148559-42291,10/14/2019,10/19/2019,Standard Class,High
CA-2012-RW19630140-41087,6/27/2016,7/3/2016,Standard Class,Medium
IT-2014-LC1688591-41705,3/7/2018,3/11/2018,Standard Class,Medium
MX-2015-LC1714036-42080,3/17/2019,3/21/2019,Standard Class,Medium
MX-2015-CK1276036-42283,10/6/2019,10/12/2019,Standard Class,Medium
ID-2015-AB106007-42073,3/10/2019,3/14/2019,Standard Class,Medium
IT-2013-MS1771064-41563,10/16/2017,10/20/2017,Standard Class,High
ID-2012-CM11815130-41199,10/17/2016,10/21/2016,Standard Class,High
CA-2015-RF19840140-42111,4/17/2019,4/21/2019,Standard Class,Medium
IN-2014-HF1499527-41909,9/27/2018,10/2/2018,Standard Class,Medium
MX-2012-NS1850582-40935,1/27/2016,1/29/2016,Second Class,Critical
IN-2014-AP1072058-41926,10/14/2018,10/19/2018,Standard Class,Medium
ES-2014-GM1450045-41865,8/14/2018,8/19/2018,Standard Class,Medium
CA-2012-CM12715140-40974,3/6/2016,3/11/2016,Standard Class,Medium
ES-2014-EH1399045-41734,4/5/2018,4/10/2018,Standard Class,Medium
MD-2013-TS1161083-41584,11/6/2017,11/10/2017,Second Class,High
CA-2015-RF19840140-42363,12/25/2019,12/30/2019,Standard Class,High
ES-2014-GD1459045-41929,10/17/2018,10/20/2018,Second Class,Medium
NI-2014-KN645095-41864,8/13/2018,8/17/2018,Standard Class,Medium
MX-2015-TB2159539-42168,6/13/2019,6/16/2019,Second Class,High
CA-2013-TB21520140-41543,9/26/2017,10/2/2017,Standard Class,Medium
ES-2015-MM1726014-42259,9/12/2019,9/17/2019,Standard Class,High
NI-2012-PO886595-41159,9/7/2016,9/9/2016,Second Class,High
ID-2015-AH101957-42320,11/12/2019,11/17/2019,Standard Class,Medium
CA-2015-RS19870140-42350,12/12/2019,12/15/2019,Second Class,Medium
RS-2014-RS9765108-41749,4/20/2018,4/24/2018,Standard Class,Medium
IN-2012-WB2185027-41153,9/1/2016,9/5/2016,Standard Class,Medium
IN-2015-AZ107507-42291,10/14/2019,10/20/2019,Standard Class,Medium
TU-2015-EH4125134-42271,9/24/2019,9/28/2019,Standard Class,High
MX-2015-TS2108536-42059,2/24/2019,3/2/2019,Standard Class,Medium
CA-2012-CM12715140-41177,9/25/2016,9/29/2016,Standard Class,Medium
SA-2015-BT1485110-42270,9/23/2019,9/27/2019,Standard Class,Medium
CA-2013-JL15850140-41389,4/25/2017,4/28/2017,First Class,Medium
IT-2014-GM1468045-41656,1/17/2018,1/23/2018,Standard Class,Medium
MX-2012-DW1358539-41062,6/2/2016,6/3/2016,First Class,Critical
MX-2015-LS1724582-42319,11/11/2019,11/14/2019,First Class,Critical
ES-2015-AS1063045-42304,10/27/2019,11/3/2019,Standard Class,Medium
IN-2014-TN2104058-41955,11/12/2018,11/16/2018,Standard Class,High
MX-2015-JC1538582-42335,11/27/2019,11/30/2019,Second Class,Critical
GH-2015-DB361549-42157,6/2/2019,6/6/2019,Standard Class,High
